# Experiment start time: 1749452187.471778 seconds
# Local time: 20250609_145627
# Control phase description: 0=CALIBRATION, 1=APPROACH, 2=CONTACT_CONFIRMATION, 3=DEPTH_CONTROL, 4=TRAJECTORY
# Soft block physical properties: Young's modulus=10000.000000Pa, Poisson ratio=0.300000
# Target force: 2.000000N
# Contact model parameters: Radius=0.005000m, Depth threshold=0.001000m
# Logging frequency: 0.05 seconds
# Force plot topics: /force_plot/force_z, /force_plot/theoretical_force
# ---------------------------------------
time,phase,pos_z,force_x,force_y,force_z,raw_force_z,force_magnitude,depth,surface_z,theoretical_force
1749452187.481152,0,0.391041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.492130,0,0.391072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.502240,0,0.391113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.513134,0,0.391144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.524162,0,0.391148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.535153,0,0.391145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.546124,0,0.391147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.556189,0,0.391162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.567211,0,0.391163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.578207,0,0.391155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.589134,0,0.391154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.599221,0,0.391157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.610125,0,0.391162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.620166,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.631118,0,0.391167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.641121,0,0.391163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.651167,0,0.391163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.662096,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.672119,0,0.391161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.682128,0,0.391161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.692148,0,0.391160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.702160,0,0.391163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.713164,0,0.391167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.724140,0,0.391168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.734174,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.745150,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.756129,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.767108,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.777142,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.787186,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.798090,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.808146,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.818180,0,0.391167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.829126,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.839127,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.850151,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.861182,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.872130,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.883148,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.893177,0,0.391164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.904148,0,0.391169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.914176,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.925222,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.936223,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.947139,0,0.391165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.957170,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1749452187.968173,0,0.391166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
