time,control_type,position_x,position_y,position_z,desired_position_x,desired_position_y,desired_position_z,position_error_norm,orientation_error_deg,control_effort,oscillation_index
7.707,open_loop,0.552796,-0.0279727,0.315882,0.592484,-0.038036,0.300002,0.0439153,2.24338,4.4608,0.0330703
7.708,open_loop,0.55283,-0.0281827,0.315864,0.592412,-0.0382103,0.300002,0.0438049,2.24703,4.45016,0.0234295
7.709,open_loop,0.552863,-0.0283909,0.31584,0.59234,-0.0383844,0.300002,0.043694,2.25069,4.43947,0.0527071
7.71,open_loop,0.552894,-0.0286052,0.315818,0.592267,-0.0385584,0.300002,0.0435826,2.255,4.42877,0.0332864
7.711,open_loop,0.552927,-0.0288151,0.315801,0.592194,-0.0387323,0.300002,0.0434728,2.25864,4.41819,0.0234066
7.712,open_loop,0.552958,-0.0290233,0.315778,0.592121,-0.038906,0.300002,0.0433623,2.26229,4.40755,0.0528701
7.713,open_loop,0.552989,-0.0292375,0.315757,0.592048,-0.0390795,0.300002,0.0432514,2.26659,4.39691,0.0334978
7.714,open_loop,0.55302,-0.0294473,0.31574,0.591974,-0.039253,0.300002,0.0431421,2.27022,4.38638,0.0234671
7.715,open_loop,0.55305,-0.0296553,0.315718,0.5919,-0.0394263,0.300002,0.0430321,2.27385,4.3758,0.0530999
7.716,open_loop,0.553079,-0.0298694,0.315697,0.591825,-0.0395994,0.300002,0.0429217,2.27813,4.36521,0.0336699
7.717,open_loop,0.553109,-0.0300791,0.315681,0.59175,-0.0397724,0.300002,0.0428128,2.28175,4.35474,0.0235066
7.718,open_loop,0.553138,-0.030287,0.31566,0.591675,-0.0399453,0.300002,0.0427033,2.28536,4.34421,0.0532716
7.719,open_loop,0.553166,-0.0305009,0.31564,0.5916,-0.0401181,0.300002,0.0425935,2.28963,4.33368,0.0338272
7.72,open_loop,0.553195,-0.0307105,0.315625,0.591524,-0.0402906,0.300002,0.0424851,2.29323,4.32327,0.0235333
7.721,open_loop,0.553222,-0.0309182,0.315605,0.591448,-0.0404631,0.300002,0.0423761,2.29683,4.31279,0.053447
7.722,open_loop,0.553249,-0.0311319,0.315586,0.591372,-0.0406354,0.300002,0.0422668,2.30108,4.30232,0.0339721
7.723,open_loop,0.553277,-0.0313413,0.315571,0.591295,-0.0408076,0.300002,0.042159,2.30466,4.29197,0.0235441
7.724,open_loop,0.553303,-0.0315489,0.315552,0.591218,-0.0409796,0.300002,0.0420505,2.30825,4.28155,0.0536217
7.725,open_loop,0.553329,-0.0317624,0.315533,0.59114,-0.0411514,0.300002,0.0419417,2.31249,4.27114,0.0341212
7.726,open_loop,0.553355,-0.0319716,0.31552,0.591063,-0.0413232,0.300002,0.0418344,2.31605,4.26084,0.0235621
7.727,open_loop,0.55338,-0.032179,0.315501,0.590985,-0.0414947,0.300002,0.0417264,2.31962,4.25048,0.0537723
7.728,open_loop,0.553404,-0.0323923,0.315483,0.590906,-0.0416662,0.300002,0.0416181,2.32384,4.24013,0.0342845
7.729,open_loop,0.553429,-0.0326013,0.31547,0.590827,-0.0418374,0.300002,0.0415114,2.32738,4.22989,0.0235863
7.73,open_loop,0.553453,-0.0328084,0.315452,0.590748,-0.0420086,0.300002,0.041404,2.33093,4.21959,0.0539093
7.731,open_loop,0.553476,-0.0330216,0.315436,0.590669,-0.0421796,0.300002,0.0412962,2.33513,4.2093,0.0344456
7.732,open_loop,0.5535,-0.0332304,0.315423,0.590589,-0.0423504,0.300002,0.04119,2.33866,4.19912,0.0236044
7.733,open_loop,0.553523,-0.0334372,0.315406,0.590509,-0.0425211,0.300002,0.0410831,2.34219,4.18888,0.05405
7.734,open_loop,0.553544,-0.0336501,0.31539,0.590429,-0.0426916,0.300002,0.0409759,2.34637,4.17865,0.0345983
7.735,open_loop,0.553567,-0.0338587,0.315379,0.590348,-0.042862,0.300002,0.0408703,2.34988,4.16853,0.023618
7.736,open_loop,0.553588,-0.0340653,0.315362,0.590268,-0.0430322,0.300002,0.040764,2.35339,4.15835,0.0541914
7.737,open_loop,0.553609,-0.0342779,0.315347,0.590186,-0.0432023,0.300002,0.0406573,2.35755,4.14818,0.0347472
7.738,open_loop,0.55363,-0.0344862,0.315336,0.590105,-0.0433722,0.300002,0.0405523,2.36104,4.13813,0.0236294
7.739,open_loop,0.55365,-0.0346926,0.315321,0.590023,-0.043542,0.300002,0.0404465,2.36453,4.128,0.054329
7.74,open_loop,0.55367,-0.0349049,0.315306,0.589941,-0.0437116,0.300002,0.0403404,2.36867,4.1179,0.0348925
7.741,open_loop,0.55369,-0.0351129,0.315296,0.589858,-0.043881,0.300002,0.0402359,2.37214,4.10791,0.0236373
7.742,open_loop,0.553709,-0.035319,0.315281,0.589775,-0.0440503,0.300002,0.0401307,2.37561,4.09785,0.0544619
7.743,open_loop,0.553727,-0.035531,0.315268,0.589692,-0.0442195,0.300002,0.0400252,2.37973,4.08781,0.035034
7.744,open_loop,0.553746,-0.0357387,0.315259,0.589608,-0.0443885,0.300002,0.0399213,2.38318,4.07788,0.023644
7.745,open_loop,0.553763,-0.0359445,0.315244,0.589525,-0.0445573,0.300002,0.0398167,2.38663,4.06789,0.05459
7.746,open_loop,0.55378,-0.0361562,0.315231,0.58944,-0.044726,0.300002,0.0397118,2.39073,4.05791,0.0351727
7.747,open_loop,0.553798,-0.0363636,0.315223,0.589356,-0.0448945,0.300002,0.0396085,2.39415,4.04805,0.0236508
7.748,open_loop,0.553814,-0.036569,0.315209,0.589271,-0.0450628,0.300002,0.0395044,2.39758,4.03812,0.054713
7.749,open_loop,0.55383,-0.0367804,0.315197,0.589186,-0.045231,0.300002,0.0394001,2.40166,4.02821,0.0353077
7.75,open_loop,0.553846,-0.0369874,0.31519,0.589101,-0.045399,0.300002,0.0392974,2.40505,4.01841,0.0236569
7.751,open_loop,0.553862,-0.0371925,0.315177,0.589015,-0.0455669,0.300002,0.0391939,2.40846,4.00854,0.0548322
7.752,open_loop,0.553876,-0.0374035,0.315166,0.588929,-0.0457346,0.300002,0.0390902,2.41252,3.9987,0.035438
7.753,open_loop,0.553891,-0.0376102,0.315159,0.588843,-0.0459022,0.300002,0.0389881,2.41589,3.98897,0.0236624
7.754,open_loop,0.553905,-0.0378149,0.315147,0.588756,-0.0460696,0.300002,0.0388852,2.41928,3.97917,0.0549475
7.755,open_loop,0.553918,-0.0380256,0.315136,0.588669,-0.0462368,0.300002,0.0387822,2.42331,3.9694,0.0355637
7.756,open_loop,0.553932,-0.0382319,0.31513,0.588582,-0.0464038,0.300002,0.0386807,2.42666,3.95973,0.0236677
7.757,open_loop,0.553945,-0.0384363,0.315118,0.588494,-0.0465707,0.300002,0.0385784,2.43002,3.94999,0.0550584
7.758,open_loop,0.553957,-0.0386465,0.315109,0.588406,-0.0467374,0.300002,0.038476,2.43403,3.94029,0.035685
7.759,open_loop,0.55397,-0.0388524,0.315103,0.588318,-0.046904,0.300002,0.0383751,2.43736,3.9307,0.0236729
7.76,open_loop,0.553981,-0.0390564,0.315093,0.588229,-0.0470704,0.300002,0.0382735,2.4407,3.92102,0.0551651
7.761,open_loop,0.553992,-0.0392662,0.315084,0.58814,-0.0472366,0.300002,0.0381717,2.44468,3.91139,0.0358014
7.762,open_loop,0.554004,-0.0394718,0.315079,0.588051,-0.0474027,0.300002,0.0380715,2.44798,3.90186,0.0236779
7.763,open_loop,0.554014,-0.0396753,0.315069,0.587962,-0.0475686,0.300002,0.0379704,2.4513,3.89226,0.0552675
7.764,open_loop,0.554023,-0.0398847,0.315061,0.587872,-0.0477343,0.300002,0.0378693,2.45526,3.8827,0.0359128
7.765,open_loop,0.554034,-0.0400898,0.315057,0.587782,-0.0478998,0.300002,0.0377697,2.45854,3.87324,0.023683
7.766,open_loop,0.554043,-0.0402929,0.315048,0.587691,-0.0480652,0.300002,0.0376693,2.46183,3.86371,0.0553657
7.767,open_loop,0.554051,-0.0405019,0.31504,0.5876,-0.0482304,0.300002,0.0375688,2.46577,3.85422,0.0360193
7.768,open_loop,0.55406,-0.0407065,0.315037,0.587509,-0.0483955,0.300002,0.0374699,2.46902,3.84483,0.0236883
7.769,open_loop,0.554068,-0.0409092,0.315029,0.587418,-0.0485603,0.300002,0.0373702,2.47229,3.83537,0.0554595
7.77,open_loop,0.554075,-0.0411177,0.315022,0.587326,-0.048725,0.300002,0.0372704,2.4762,3.82595,0.0361206
7.771,open_loop,0.554083,-0.0413219,0.31502,0.587234,-0.0488895,0.300002,0.0371721,2.47942,3.81664,0.0236935
7.772,open_loop,0.55409,-0.041524,0.315012,0.587142,-0.0490539,0.300002,0.037073,2.48267,3.80725,0.0555491
7.773,open_loop,0.554096,-0.0417321,0.315006,0.587049,-0.049218,0.300002,0.0369739,2.48655,3.7979,0.0362167
7.774,open_loop,0.554103,-0.0419358,0.315004,0.586956,-0.049382,0.300002,0.0368763,2.48975,3.78866,0.0236987
7.775,open_loop,0.554108,-0.0421374,0.314997,0.586863,-0.0495459,0.300002,0.0367779,2.49297,3.77934,0.055634
7.776,open_loop,0.554113,-0.042345,0.314992,0.58677,-0.0497095,0.300002,0.0366794,2.49683,3.77007,0.0363076
7.777,open_loop,0.554119,-0.0425482,0.314991,0.586676,-0.049873,0.300002,0.0365826,2.50001,3.76091,0.0237041
7.778,open_loop,0.554123,-0.0427494,0.314985,0.586582,-0.0500363,0.300002,0.0364848,2.5032,3.75166,0.0557144
7.779,open_loop,0.554126,-0.0429564,0.31498,0.586487,-0.0501994,0.300002,0.0363871,2.50704,3.74246,0.0363933
7.78,open_loop,0.554131,-0.0431591,0.31498,0.586392,-0.0503623,0.300002,0.0362909,2.51018,3.73337,0.0237098
7.781,open_loop,0.554134,-0.0433598,0.314974,0.586297,-0.0505251,0.300002,0.0361938,2.51335,3.7242,0.0557905
7.782,open_loop,0.554136,-0.0435663,0.314971,0.586202,-0.0506877,0.300002,0.0360968,2.51716,3.71508,0.0364735
7.783,open_loop,0.554139,-0.0437684,0.314971,0.586106,-0.05085,0.300002,0.0360013,2.52028,3.70607,0.0237159
7.784,open_loop,0.554141,-0.0439685,0.314966,0.58601,-0.0510123,0.300002,0.035905,2.52343,3.69696,0.0558626
7.785,open_loop,0.554142,-0.0441745,0.314963,0.585914,-0.0511743,0.300002,0.0358086,2.52721,3.68792,0.0365482
7.786,open_loop,0.554144,-0.0443761,0.314964,0.585817,-0.0513362,0.300002,0.0357139,2.53031,3.67899,0.0237224
7.787,open_loop,0.554145,-0.0445757,0.31496,0.58572,-0.0514978,0.300002,0.0356182,2.53342,3.66996,0.0559305
7.788,open_loop,0.554145,-0.0447811,0.314958,0.585623,-0.0516593,0.300002,0.0355226,2.53718,3.661,0.0366174
7.789,open_loop,0.554146,-0.0449821,0.31496,0.585526,-0.0518206,0.300002,0.0354286,2.54025,3.65214,0.0237295
7.79,open_loop,0.554145,-0.0451811,0.314957,0.585428,-0.0519817,0.300002,0.0353337,2.54334,3.64319,0.0559942
7.791,open_loop,0.554144,-0.045386,0.314955,0.58533,-0.0521427,0.300002,0.0352388,2.54707,3.63431,0.0366811
7.792,open_loop,0.554144,-0.0455864,0.314958,0.585231,-0.0523034,0.300002,0.0351456,2.55011,3.62553,0.0237371
7.793,open_loop,0.554142,-0.0457848,0.314955,0.585132,-0.052464,0.300002,0.0350513,2.55318,3.61666,0.0560538
7.794,open_loop,0.55414,-0.0459891,0.314954,0.585033,-0.0526244,0.300002,0.0349572,2.55688,3.60786,0.0367393
7.795,open_loop,0.554138,-0.0461889,0.314957,0.584934,-0.0527846,0.300002,0.0348647,2.5599,3.59916,0.0237453
7.796,open_loop,0.554135,-0.0463867,0.314955,0.584834,-0.0529446,0.300002,0.0347712,2.56294,3.59037,0.0561091
7.797,open_loop,0.554132,-0.0465903,0.314955,0.584734,-0.0531044,0.300002,0.0346778,2.56661,3.58165,0.0367919
7.798,open_loop,0.554129,-0.0467896,0.314959,0.584634,-0.053264,0.300002,0.0345861,2.5696,3.57303,0.0237542
7.799,open_loop,0.554125,-0.0469867,0.314958,0.584534,-0.0534234,0.300002,0.0344934,2.57262,3.56432,0.0561603
7.8,open_loop,0.55412,-0.0471897,0.314958,0.584433,-0.0535827,0.300002,0.0344008,2.57627,3.55568,0.0368389
7.801,open_loop,0.554116,-0.0473884,0.314963,0.584332,-0.0537417,0.300002,0.0343098,2.57923,3.54714,0.0237637
7.802,open_loop,0.554111,-0.0475849,0.314963,0.58423,-0.0539006,0.300002,0.0342178,2.58222,3.53851,0.0562074
7.803,open_loop,0.554105,-0.0477873,0.314964,0.584128,-0.0540593,0.300002,0.034126,2.58584,3.52996,0.0368803
7.804,open_loop,0.5541,-0.0479852,0.314969,0.584026,-0.0542178,0.300002,0.0340359,2.58878,3.52151,0.0237738
7.805,open_loop,0.554094,-0.0481811,0.31497,0.583924,-0.054376,0.300002,0.0339446,2.59174,3.51295,0.0562503
7.806,open_loop,0.554087,-0.0483828,0.314971,0.583821,-0.0545341,0.300002,0.0338536,2.59534,3.50448,0.0369161
7.807,open_loop,0.55408,-0.0485801,0.314978,0.583718,-0.054692,0.300002,0.0337643,2.59825,3.49612,0.0237847
7.808,open_loop,0.554073,-0.0487753,0.314979,0.583615,-0.0548498,0.300002,0.0336738,2.60118,3.48765,0.0562891
7.809,open_loop,0.554065,-0.0489764,0.314981,0.583512,-0.0550073,0.300002,0.0335836,2.60475,3.47926,0.0369463
7.81,open_loop,0.554057,-0.049173,0.314988,0.583408,-0.0551646,0.300002,0.0334951,2.60764,3.47098,0.0237962
7.811,open_loop,0.554049,-0.0493675,0.31499,0.583304,-0.0553217,0.300002,0.0334054,2.61055,3.4626,0.0563237
7.812,open_loop,0.554039,-0.0495679,0.314993,0.583199,-0.0554786,0.300002,0.033316,2.61409,3.4543,0.0369708
7.813,open_loop,0.554031,-0.0497638,0.315,0.583095,-0.0556354,0.300002,0.0332283,2.61695,3.44611,0.0238084
7.814,open_loop,0.554021,-0.0499576,0.315003,0.58299,-0.0557919,0.300002,0.0331394,2.61983,3.4378,0.0563543
7.815,open_loop,0.55401,-0.0501573,0.315007,0.582884,-0.0559482,0.300002,0.0330508,2.62335,3.4296,0.0369898
7.816,open_loop,0.554001,-0.0503525,0.315015,0.582779,-0.0561044,0.300002,0.032964,2.62618,3.42149,0.0238214
7.817,open_loop,0.55399,-0.0505456,0.315018,0.582673,-0.0562603,0.300002,0.0328759,2.62904,3.41327,0.0563808
7.818,open_loop,0.553978,-0.0507446,0.315022,0.582567,-0.056416,0.300002,0.0327882,2.63253,3.40515,0.0370032
7.819,open_loop,0.553967,-0.0509391,0.315031,0.58246,-0.0565716,0.300002,0.0327022,2.63534,3.39714,0.0238352
7.82,open_loop,0.553955,-0.0511314,0.315035,0.582353,-0.0567269,0.300002,0.0326149,2.63817,3.38901,0.0564032
7.821,open_loop,0.553942,-0.0513296,0.31504,0.582246,-0.056882,0.300002,0.032528,2.64163,3.38098,0.0370109
7.822,open_loop,0.55393,-0.0515234,0.31505,0.582139,-0.057037,0.300002,0.0324429,2.64442,3.37305,0.0238497
7.823,open_loop,0.553917,-0.051715,0.315054,0.582031,-0.0571917,0.300002,0.0323565,2.64722,3.36501,0.0564215
7.824,open_loop,0.553903,-0.0519125,0.31506,0.581923,-0.0573462,0.300002,0.0322704,2.65066,3.35707,0.0370131
7.825,open_loop,0.55389,-0.0521055,0.315071,0.581815,-0.0575005,0.300002,0.0321862,2.65341,3.34923,0.023865
7.826,open_loop,0.553876,-0.0522964,0.315075,0.581706,-0.0576546,0.300002,0.0321006,2.65619,3.34128,0.0564357
7.827,open_loop,0.553861,-0.0524931,0.315082,0.581598,-0.0578086,0.300002,0.0320155,2.65961,3.33343,0.0370097
7.828,open_loop,0.553846,-0.0526854,0.315093,0.581489,-0.0579623,0.300002,0.0319321,2.66234,3.32569,0.0238811
7.829,open_loop,0.553831,-0.0528754,0.315099,0.581379,-0.0581158,0.300002,0.0318473,2.66509,3.31783,0.0564459
7.83,open_loop,0.553815,-0.0530714,0.315106,0.581269,-0.058269,0.300002,0.0317631,2.66848,3.31007,0.0370008
7.831,open_loop,0.553799,-0.0532629,0.315118,0.581159,-0.0584221,0.300002,0.0316806,2.67119,3.30242,0.023898
7.832,open_loop,0.553783,-0.0534522,0.315124,0.581049,-0.058575,0.300002,0.0315968,2.67391,3.29465,0.0564521
7.833,open_loop,0.553765,-0.0536473,0.315132,0.580939,-0.0587277,0.300002,0.0315134,2.67728,3.28699,0.0369863
7.834,open_loop,0.553749,-0.053838,0.315144,0.580828,-0.0588801,0.300002,0.0314318,2.67996,3.27944,0.0239157
7.835,open_loop,0.553731,-0.0540265,0.315151,0.580717,-0.0590324,0.300002,0.0313488,2.68266,3.27176,0.0564543
7.836,open_loop,0.553713,-0.0542208,0.31516,0.580605,-0.0591844,0.300002,0.0312664,2.686,3.26419,0.0369664
7.837,open_loop,0.553695,-0.0544107,0.315173,0.580494,-0.0593363,0.300002,0.0311857,2.68865,3.25673,0.0239342
7.838,open_loop,0.553676,-0.0545984,0.31518,0.580382,-0.0594879,0.300002,0.0311037,2.69133,3.24915,0.0564524
7.839,open_loop,0.553657,-0.0547919,0.31519,0.580269,-0.0596393,0.300002,0.0310221,2.69465,3.24168,0.0369409
7.84,open_loop,0.553638,-0.054981,0.315203,0.580157,-0.0597905,0.300002,0.0309424,2.69728,3.23432,0.0239535
7.841,open_loop,0.553618,-0.0551679,0.315212,0.580044,-0.0599415,0.300002,0.0308613,2.69993,3.22682,0.0564465
7.842,open_loop,0.553597,-0.0553606,0.315222,0.579931,-0.0600923,0.300002,0.0307807,2.70322,3.21945,0.03691
7.843,open_loop,0.553578,-0.0555488,0.315236,0.579817,-0.0602428,0.300003,0.0307019,2.70583,3.21219,0.0239737
7.844,open_loop,0.553557,-0.0557348,0.315245,0.579704,-0.0603932,0.300003,0.0306217,2.70846,3.20479,0.0564367
7.845,open_loop,0.553535,-0.0559267,0.315255,0.57959,-0.0605433,0.300003,0.030542,2.71172,3.19752,0.0368737
7.846,open_loop,0.553514,-0.056114,0.31527,0.579475,-0.0606932,0.300003,0.0304642,2.71431,3.19036,0.0239947
7.847,open_loop,0.553492,-0.0562992,0.31528,0.579361,-0.0608429,0.300003,0.0303849,2.71691,3.18306,0.0564228
7.848,open_loop,0.553469,-0.0564902,0.315291,0.579246,-0.0609924,0.300003,0.0303062,2.72015,3.17588,0.036832
7.849,open_loop,0.553447,-0.0566767,0.315307,0.579131,-0.0611417,0.300003,0.0302294,2.72271,3.16882,0.0240166
7.85,open_loop,0.553424,-0.056861,0.315317,0.579016,-0.0612907,0.300003,0.030151,2.7253,3.16162,0.056405
7.851,open_loop,0.5534,-0.0570512,0.315329,0.5789,-0.0614395,0.300003,0.0300733,2.72851,3.15455,0.036785
7.852,open_loop,0.553377,-0.0572368,0.315345,0.578784,-0.0615882,0.300003,0.0299975,2.73105,3.14758,0.0240392
7.853,open_loop,0.553352,-0.0574202,0.315356,0.578668,-0.0617365,0.300003,0.0299201,2.73361,3.14048,0.0563833
7.854,open_loop,0.553327,-0.0576095,0.315368,0.578551,-0.0618847,0.300003,0.0298433,2.7368,3.13351,0.0367327
7.855,open_loop,0.553303,-0.0577942,0.315385,0.578434,-0.0620327,0.300003,0.0297685,2.73931,3.12665,0.0240628
7.856,open_loop,0.553278,-0.0579768,0.315396,0.578317,-0.0621804,0.300003,0.0296921,2.74185,3.11965,0.0563576
7.857,open_loop,0.553252,-0.0581651,0.31541,0.5782,-0.0623279,0.300003,0.0296163,2.74502,3.11278,0.036675
7.858,open_loop,0.553226,-0.058349,0.315427,0.578082,-0.0624752,0.300003,0.0295425,2.74751,3.10603,0.0240871
7.859,open_loop,0.5532,-0.0585306,0.315439,0.577964,-0.0626223,0.300003,0.029467,2.75003,3.09912,0.0563279
7.86,open_loop,0.553173,-0.0587181,0.315453,0.577846,-0.0627691,0.300003,0.0293923,2.75318,3.09236,0.0366122
7.861,open_loop,0.553146,-0.058901,0.315471,0.577728,-0.0629158,0.300003,0.0293195,2.75565,3.08571,0.0241123
7.862,open_loop,0.553119,-0.0590817,0.315484,0.577609,-0.0630622,0.300003,0.0292451,2.75814,3.07891,0.0562944
7.863,open_loop,0.55309,-0.0592683,0.315498,0.57749,-0.0632083,0.300003,0.0291714,2.76127,3.07225,0.0365441
7.864,open_loop,0.553063,-0.0594503,0.315517,0.577371,-0.0633543,0.300003,0.0290997,2.76371,3.06571,0.0241383
7.865,open_loop,0.553035,-0.0596301,0.31553,0.577251,-0.0635,0.300003,0.0290262,2.76618,3.05901,0.0562569
7.866,open_loop,0.553005,-0.0598157,0.315545,0.577131,-0.0636455,0.300003,0.0289536,2.76929,3.05246,0.036471
7.867,open_loop,0.552977,-0.0599968,0.315564,0.577011,-0.0637908,0.300003,0.0288829,2.77171,3.04603,0.0241652
7.868,open_loop,0.552947,-0.0601756,0.315578,0.576891,-0.0639358,0.300003,0.0288104,2.77416,3.03943,0.0562155
7.869,open_loop,0.552917,-0.0603603,0.315594,0.57677,-0.0640807,0.300003,0.0287389,2.77725,3.03299,0.0363927
7.87,open_loop,0.552887,-0.0605404,0.315614,0.576649,-0.0642253,0.300003,0.0286692,2.77965,3.02666,0.0241928
7.871,open_loop,0.552856,-0.0607183,0.315628,0.576528,-0.0643696,0.300003,0.0285978,2.78208,3.02017,0.0561703
7.872,open_loop,0.552825,-0.0609021,0.315644,0.576407,-0.0645138,0.300003,0.0285273,2.78514,3.01384,0.0363094
7.873,open_loop,0.552794,-0.0610813,0.315665,0.576285,-0.0646577,0.300003,0.0284588,2.78753,3.00763,0.0242213
7.874,open_loop,0.552763,-0.0612582,0.31568,0.576163,-0.0648014,0.300003,0.0283884,2.78993,3.00124,0.0561212
7.875,open_loop,0.55273,-0.061441,0.315697,0.576041,-0.0649448,0.300003,0.028319,2.79298,2.99502,0.0362211
7.876,open_loop,0.552698,-0.0616192,0.315718,0.575918,-0.065088,0.300003,0.0282516,2.79534,2.98891,0.0242506
7.877,open_loop,0.552666,-0.0617952,0.315733,0.575795,-0.065231,0.300003,0.0281823,2.79773,2.98264,0.0560682
7.878,open_loop,0.552632,-0.0619769,0.315751,0.575672,-0.0653738,0.300003,0.0281139,2.80075,2.97653,0.0361279
7.879,open_loop,0.552599,-0.0621542,0.315772,0.575549,-0.0655163,0.300003,0.0280476,2.8031,2.97054,0.0242807
7.88,open_loop,0.552565,-0.0623292,0.315789,0.575425,-0.0656586,0.300003,0.0279794,2.80547,2.96437,0.0560114
7.881,open_loop,0.552531,-0.06251,0.315807,0.575301,-0.0658006,0.300003,0.0279122,2.80847,2.95837,0.0360299
7.882,open_loop,0.552497,-0.0626862,0.315829,0.575177,-0.0659425,0.300003,0.027847,2.81079,2.95249,0.0243116
7.883,open_loop,0.552462,-0.0628602,0.315846,0.575053,-0.066084,0.300003,0.0277799,2.81314,2.94643,0.0559508
7.884,open_loop,0.552427,-0.06304,0.315864,0.574928,-0.0662254,0.300003,0.0277138,2.81613,2.94055,0.035927
7.885,open_loop,0.552392,-0.0632153,0.315887,0.574803,-0.0663665,0.300003,0.0276497,2.81844,2.93478,0.0243433
7.886,open_loop,0.552356,-0.0633883,0.315904,0.574678,-0.0665074,0.300003,0.0275837,2.82077,2.92884,0.0558863
7.887,open_loop,0.552319,-0.0635671,0.315924,0.574552,-0.066648,0.300003,0.0275187,2.82373,2.92307,0.0358195
7.888,open_loop,0.552283,-0.0637413,0.315947,0.574426,-0.0667885,0.300003,0.0274558,2.82602,2.91742,0.0243757
7.889,open_loop,0.552247,-0.0639133,0.315965,0.5743,-0.0669286,0.300003,0.0273909,2.82833,2.91159,0.055818
7.89,open_loop,0.552209,-0.0640911,0.315985,0.574174,-0.0670686,0.300003,0.0273271,2.83128,2.90593,0.0357073
7.891,open_loop,0.552172,-0.0642644,0.316009,0.574048,-0.0672083,0.300003,0.0272654,2.83355,2.9004,0.0244088
7.892,open_loop,0.552134,-0.0644353,0.316027,0.573921,-0.0673477,0.300003,0.0272016,2.83585,2.89468,0.0557459
7.893,open_loop,0.552095,-0.0646121,0.316047,0.573794,-0.0674869,0.300003,0.0271389,2.83878,2.88914,0.0355904
7.894,open_loop,0.552058,-0.0647843,0.316072,0.573666,-0.0676259,0.300003,0.0270784,2.84103,2.88373,0.0244427
7.895,open_loop,0.552019,-0.0649542,0.316091,0.573539,-0.0677646,0.300003,0.0270158,2.84331,2.87812,0.05567
7.896,open_loop,0.551979,-0.06513,0.316112,0.573411,-0.0679031,0.300003,0.0269543,2.84623,2.8727,0.0354691
7.897,open_loop,0.55194,-0.0653011,0.316137,0.573283,-0.0680414,0.300003,0.0268949,2.84846,2.8674,0.0244772
7.898,open_loop,0.5519,-0.06547,0.316157,0.573154,-0.0681794,0.300003,0.0268335,2.85072,2.86191,0.0555903
7.899,open_loop,0.551859,-0.0656447,0.316178,0.573026,-0.0683172,0.300003,0.0267732,2.85362,2.85662,0.0353433
7.9,open_loop,0.55182,-0.0658148,0.316204,0.572897,-0.0684547,0.300003,0.026715,2.85584,2.85144,0.0245125
7.901,open_loop,0.551779,-0.0659826,0.316224,0.572768,-0.068592,0.300003,0.0266547,2.85809,2.84606,0.0555069
7.902,open_loop,0.551737,-0.0661563,0.316246,0.572638,-0.068729,0.300003,0.0265957,2.86097,2.84089,0.0352132
7.903,open_loop,0.551696,-0.0663253,0.316272,0.572509,-0.0688658,0.300003,0.0265387,2.86318,2.83583,0.0245486
7.904,open_loop,0.551654,-0.0664921,0.316293,0.572379,-0.0690024,0.300003,0.0264796,2.86541,2.83057,0.0554198
7.905,open_loop,0.551611,-0.0666647,0.316315,0.572248,-0.0691387,0.300003,0.0264218,2.86827,2.82552,0.0350788
7.906,open_loop,0.55157,-0.0668327,0.316342,0.572118,-0.0692748,0.300003,0.0263661,2.87047,2.82058,0.0245852
7.907,open_loop,0.551527,-0.0669984,0.316363,0.571987,-0.0694106,0.300003,0.0263082,2.87268,2.81544,0.055329
7.908,open_loop,0.551483,-0.0671699,0.316386,0.571856,-0.0695461,0.300003,0.0262516,2.87553,2.81051,0.0349401
7.909,open_loop,0.55144,-0.0673369,0.316413,0.571725,-0.0696815,0.300003,0.0261971,2.87771,2.8057,0.0246226
7.91,open_loop,0.551396,-0.0675015,0.316435,0.571594,-0.0698165,0.300003,0.0261404,2.87991,2.80068,0.0552345
7.911,open_loop,0.551351,-0.0676719,0.316459,0.571462,-0.0699514,0.300003,0.0260851,2.88275,2.79587,0.0347974
7.912,open_loop,0.551308,-0.0678378,0.316487,0.57133,-0.0700859,0.300003,0.0260319,2.88491,2.79118,0.0246606
7.913,open_loop,0.551263,-0.0680013,0.316509,0.571198,-0.0702203,0.300003,0.0259764,2.8871,2.78629,0.0551363
7.914,open_loop,0.551217,-0.0681707,0.316533,0.571065,-0.0703544,0.300003,0.0259223,2.88992,2.7816,0.0346506
7.915,open_loop,0.551172,-0.0683354,0.316561,0.570932,-0.0704882,0.300003,0.0258704,2.89207,2.77704,0.0246992
7.916,open_loop,0.551127,-0.0684979,0.316584,0.570799,-0.0706218,0.300003,0.0258162,2.89424,2.77226,0.0550344
7.917,open_loop,0.55108,-0.0686661,0.316609,0.570666,-0.0707551,0.300003,0.0257633,2.89705,2.7677,0.0344999
7.918,open_loop,0.551034,-0.0688298,0.316637,0.570533,-0.0708882,0.300003,0.0257128,2.89919,2.76326,0.0247385
7.919,open_loop,0.550987,-0.0689911,0.316661,0.570399,-0.071021,0.300003,0.0256598,2.90135,2.75861,0.0549289
7.92,open_loop,0.55094,-0.0691583,0.316686,0.570265,-0.0711536,0.300003,0.0256082,2.90415,2.75417,0.0343454
7.921,open_loop,0.550893,-0.0693208,0.316715,0.570131,-0.0712859,0.300003,0.0255589,2.90628,2.74987,0.0247783
