# Experiment start time: 1753165974.477364 seconds
# Local time: 20250722_143254
# Control phases: 0=CALIBRATION, 4=TRAJECTORY, 5=PAUSE_AT_TARGET, 6=PROBE_DESCENT, 7=PROBE_PAUSE, 8=CIRCULAR_MOTION
# Target force: 2.000000N
# Logging frequency: real-time (no artificial limits)
# ---------------------------------------
time,phase,pos_x,pos_y,pos_z,force_x,force_y,force_z,raw_force_z,force_magnitude,energy_level,energy_scale_factor
1753165975.417060,8,0.479899,0.087460,0.181010,-0.038435,-0.081028,-0.644890,-485.207581,0.651096,7.453881,1.000000
1753165975.428017,8,0.479899,0.087460,0.181010,-0.038435,-0.081028,-0.644890,-485.207581,0.651096,7.453881,1.000000
1753165975.438031,8,0.479899,0.087460,0.181010,-0.038435,-0.081028,-0.644890,-485.207581,0.651096,7.453871,1.000000
1753165975.449068,8,0.479899,0.087460,0.181010,-0.032523,-0.060804,-0.648419,-485.194183,0.652075,7.453871,1.000000
1753165975.460066,8,0.479899,0.087460,0.181010,-0.032523,-0.060804,-0.648419,-485.194183,0.652075,7.453871,1.000000
1753165975.471025,8,0.479899,0.087460,0.181010,-0.032523,-0.060804,-0.648419,-485.194183,0.652075,7.453855,1.000000
1753165975.481116,8,0.479899,0.087460,0.181010,-0.032523,-0.060804,-0.648419,-485.194183,0.652075,7.453855,1.000000
1753165975.492056,8,0.479899,0.087460,0.181010,-0.032523,-0.060804,-0.648419,-485.194183,0.652075,7.453855,1.000000
1753165975.502956,8,0.479899,0.087460,0.181010,-0.039855,-0.017181,-0.679407,-485.220398,0.680792,7.453813,1.000000
1753165975.513100,8,0.479899,0.087460,0.181010,-0.039855,-0.017181,-0.679407,-485.220398,0.680792,7.453813,1.000000
1753165975.524040,8,0.479899,0.087460,0.181010,-0.039855,-0.017181,-0.679407,-485.220398,0.680792,7.453813,1.000000
1753165975.534952,8,0.479899,0.087460,0.181010,-0.039855,-0.017181,-0.679407,-485.220398,0.680792,7.453813,1.000000
1753165975.544998,8,0.479899,0.087460,0.181010,-0.003838,-0.032365,-0.675992,-485.233673,0.676777,7.453813,1.000000
1753165975.555026,8,0.479899,0.087460,0.181010,-0.003838,-0.032365,-0.675992,-485.233673,0.676777,7.453813,1.000000
1753165975.565969,8,0.479899,0.087460,0.181010,-0.003838,-0.032365,-0.675992,-485.233673,0.676777,7.453813,1.000000
1753165975.577041,8,0.479899,0.087460,0.181010,-0.003838,-0.032365,-0.675992,-485.233673,0.676777,7.453813,1.000000
1753165975.588016,8,0.479899,0.087460,0.181010,-0.016460,-0.071072,-0.671842,-485.261108,0.675791,7.453813,1.000000
1753165975.598984,8,0.479899,0.087460,0.181010,-0.019288,-0.060654,-0.673499,-485.140442,0.676500,7.453813,1.000000
1753165975.609031,8,0.479899,0.087460,0.181010,-0.019288,-0.060654,-0.673499,-485.140442,0.676500,7.453813,1.000000
1753165975.619973,8,0.479899,0.087460,0.181010,-0.019288,-0.060654,-0.673499,-485.140442,0.676500,7.453813,1.000000
1753165975.630971,8,0.479899,0.087460,0.181010,-0.019288,-0.060654,-0.673499,-485.140442,0.676500,7.453813,1.000000
1753165975.641028,8,0.479899,0.087460,0.181010,-0.028450,-0.023347,-0.658314,-485.180542,0.659342,7.453813,1.000000
1753165975.652089,8,0.479899,0.087460,0.181010,-0.028450,-0.023347,-0.658314,-485.180542,0.659342,7.453811,1.000000
1753165975.662190,8,0.479899,0.087460,0.181010,-0.028450,-0.023347,-0.658314,-485.180542,0.659342,7.453811,1.000000
1753165975.673063,8,0.479899,0.087460,0.181010,-0.028450,-0.023347,-0.658314,-485.180542,0.659342,7.453811,1.000000
1753165975.683967,8,0.479899,0.087460,0.181010,-0.026665,-0.025295,-0.658065,-485.194061,0.659091,7.453809,1.000000
