# Experiment start time: 1752929441.571892 seconds
# Local time: 20250719_205041
# Control phases: 0=CALIBRATION, 4=TRAJECTORY, 5=PAUSE_AT_TARGET, 6=PROBE_DESCENT, 7=PROBE_PAUSE, 8=CIRCULAR_MOTION
# Target force: 2.000000N
# Logging frequency: real-time (no artificial limits)
# ---------------------------------------
time,phase,pos_x,pos_y,pos_z,force_x,force_y,force_z,raw_force_z,force_magnitude,energy_level,energy_scale_factor
1752929441.561708,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.572358,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.582646,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.592723,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.603647,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.613678,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.624597,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459401,1.000000
1752929441.634710,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459402,1.000000
1752929441.645681,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459402,1.000000
1752929441.656640,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459402,1.000000
1752929441.666653,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459390,1.000000
1752929441.677690,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459390,1.000000
1752929441.688619,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459390,1.000000
1752929441.698644,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459367,1.000000
1752929441.708645,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459367,1.000000
1752929441.719676,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459367,1.000000
1752929441.729677,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459367,1.000000
1752929441.740661,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459367,1.000000
1752929441.750667,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459329,1.000000
1752929441.761728,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459329,1.000000
1752929441.772639,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459329,1.000000
1752929441.782694,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459300,1.000000
1752929441.793647,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459300,1.000000
1752929441.803688,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459300,1.000000
1752929441.814664,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459265,1.000000
1752929441.824683,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459265,1.000000
1752929441.835671,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459265,1.000000
1752929441.845695,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.856612,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.866662,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.877667,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.888668,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.898709,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.909699,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.920702,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459237,1.000000
1752929441.931676,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459218,1.000000
1752929441.941688,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459218,1.000000
1752929441.951717,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459218,1.000000
1752929441.962633,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929441.972634,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929441.982666,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929441.993660,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929442.004675,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929442.015714,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929442.026658,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929442.036696,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929442.047655,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459200,1.000000
1752929442.057696,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459189,1.000000
1752929442.068613,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459189,1.000000
1752929442.078912,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459189,1.000000
1752929442.089687,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459147,1.000000
1752929442.100613,8,0.479834,0.087465,0.180134,0.010352,-0.092931,-0.122106,-513.206238,0.153796,7.459147,1.000000
