# Experiment start time: 0.082000 seconds
# Local time: 20250609_150436
# Control phase description: 0=CALIBRATION, 1=APPROACH, 2=CONTACT_CONFIRMATION, 3=DEPTH_CONTROL, 4=TRAJECTORY
# Soft block physical properties: Young's modulus=300000.000000Pa, Poisson ratio=0.450000
# Target force: 10.000000N
# Contact model parameters: Radius=0.002000m, Depth threshold=0.000100m
# Logging frequency: 0.05 seconds
# Force plot topics: /force_plot/force_z, /force_plot/theoretical_force
# ---------------------------------------
time,phase,pos_z,force_x,force_y,force_z,raw_force_z,force_magnitude,depth,surface_z,theoretical_force
0.823000,0,0.470811,0.255085,-0.693661,0.096226,-1.314094,0.745315,0.000000,0.000000,0.000000
0.833000,0,0.470812,0.305636,0.432322,-0.011385,-1.422423,0.529570,0.000000,0.000000,0.000000
0.843000,0,0.470808,0.267207,0.244584,-0.113992,-1.526482,0.379756,0.000000,0.000000,0.000000
0.853000,0,0.470809,0.317579,0.645152,-0.087697,-1.500781,0.724409,0.000000,0.000000,0.000000
0.863000,0,0.470810,0.307324,0.297973,-0.110309,-1.523990,0.442046,0.000000,0.000000,0.000000
0.873000,0,0.470808,0.327444,0.183330,-0.166269,-1.580966,0.410457,0.000000,0.000000,0.000000
0.883000,0,0.470811,0.358096,0.361709,-0.144694,-1.559630,0.529153,0.000000,0.000000,0.000000
0.893000,0,0.470811,0.321466,-0.739428,0.112268,-1.303762,0.814063,0.000000,0.000000,0.000000
0.903000,0,0.470811,0.350654,-0.712920,0.128734,-1.288005,0.804851,0.000000,0.000000,0.000000
0.913000,0,0.470813,0.367686,-0.561773,0.132496,-1.284248,0.684352,0.000000,0.000000,0.000000
0.923000,0,0.470817,0.359211,-0.566803,0.117937,-1.298751,0.681327,0.000000,0.000000,0.000000
0.933000,0,0.470820,0.359747,-0.876915,0.131039,-1.285850,0.956854,0.000000,0.000000,0.000000
0.943000,0,0.470823,0.371843,-0.751468,0.142791,-1.274178,0.850506,0.000000,0.000000,0.000000
0.953000,0,0.470825,0.380738,-0.444205,0.150129,-1.266836,0.604002,0.000000,0.000000,0.000000
0.963000,0,0.470831,0.386650,-0.605058,0.150678,-1.265904,0.733688,0.000000,0.000000,0.000000
0.973000,0,0.470832,0.382372,-0.423355,0.145069,-1.271678,0.588628,0.000000,0.000000,0.000000
0.983000,0,0.470840,0.391051,-0.687404,0.129198,-1.286717,0.801335,0.000000,0.000000,0.000000
0.993000,0,0.470840,0.359365,-0.698879,0.161163,-1.255134,0.802214,0.000000,0.000000,0.000000
1.003000,0,0.470845,0.404131,-0.506673,0.149963,-1.265730,0.665228,0.000000,0.000000,0.000000
1.013000,0,0.470848,0.381058,-0.361693,0.166045,-1.249281,0.550997,0.000000,0.000000,0.000000
1.023000,0,0.470853,0.400942,-0.348565,0.163938,-1.250772,0.555993,0.000000,0.000000,0.000000
1.033000,0,0.470857,0.373983,-0.355669,0.153336,-1.260951,0.538401,0.000000,0.000000,0.000000
1.043000,0,0.470860,0.370056,-0.360728,0.145402,-1.268688,0.536850,0.000000,0.000000,0.000000
1.053000,0,0.470863,0.358814,-0.436494,0.145266,-1.268684,0.583419,0.000000,0.000000,0.000000
1.063000,0,0.470865,0.364341,-0.309285,0.151412,-1.262338,0.501325,0.000000,0.000000,0.000000
1.073000,0,0.470869,0.358548,-0.347177,0.121700,-1.291455,0.513711,0.000000,0.000000,0.000000
1.083000,0,0.470872,0.340796,-0.135006,0.138615,-1.274470,0.391896,0.000000,0.000000,0.000000
1.093000,0,0.470875,0.338161,-0.226893,0.140736,-1.271981,0.430859,0.000000,0.000000,0.000000
1.103000,0,0.470877,0.324372,-0.333723,0.144648,-1.267674,0.487351,0.000000,0.000000,0.000000
1.113000,0,0.470882,0.329123,-0.256765,0.194150,-1.217883,0.460374,0.000000,0.000000,0.000000
1.123000,0,0.470883,0.324330,-0.393465,0.146270,-1.265763,0.530471,0.000000,0.000000,0.000000
1.133000,0,0.470887,0.324039,-0.707176,0.189759,-1.222274,0.800692,0.000000,0.000000,0.000000
1.143000,0,0.470888,0.292914,0.035394,0.090861,-1.321172,0.308718,0.000000,0.000000,0.000000
1.153000,0,0.470892,0.328114,0.626537,-0.059773,-1.471806,0.709775,0.000000,0.000000,0.000000
1.163000,0,0.470894,0.296026,0.448722,-0.148312,-1.560345,0.557656,0.000000,0.000000,0.000000
1.173000,0,0.470895,0.298637,0.410474,-0.104335,-1.516369,0.518226,0.000000,0.000000,0.000000
1.183000,0,0.470896,0.293903,0.577855,-0.124813,-1.536846,0.660208,0.000000,0.000000,0.000000
1.193000,0,0.470898,0.285206,0.357315,-0.115129,-1.527162,0.471456,0.000000,0.000000,0.000000
1.203000,0,0.470898,0.281175,0.481110,-0.115758,-1.527791,0.569145,0.000000,0.000000,0.000000
1.213000,0,0.470901,0.271445,0.300890,-0.126888,-1.538921,0.424638,0.000000,0.000000,0.000000
1.223000,0,0.470900,0.252359,0.480511,-0.139515,-1.551548,0.560393,0.000000,0.000000,0.000000
1.233000,0,0.470902,0.257071,0.186267,-0.127958,-1.539991,0.342278,0.000000,0.000000,0.000000
1.243000,0,0.470901,0.224475,0.194868,-0.126406,-1.538439,0.323018,0.000000,0.000000,0.000000
1.253000,0,0.470902,0.247728,0.191760,-0.126898,-1.538931,0.338000,0.000000,0.000000,0.000000
1.263000,0,0.470902,0.218770,0.191064,-0.121393,-1.533426,0.314805,0.000000,0.000000,0.000000
1.273000,0,0.470903,0.227910,0.193737,-0.113020,-1.525053,0.319767,0.000000,0.000000,0.000000
1.283000,0,0.470903,0.211076,0.196408,-0.117641,-1.529675,0.311399,0.000000,0.000000,0.000000
1.293000,0,0.470903,0.210304,0.203162,-0.113748,-1.525781,0.313753,0.000000,0.000000,0.000000
1.303000,0,0.470903,0.204793,0.303604,-0.112747,-1.524780,0.383181,0.000000,0.000000,0.000000
1.313000,0,0.470903,0.205052,0.419174,-0.114154,-1.526187,0.480400,0.000000,0.000000,0.000000
1.323000,0,0.470902,0.202233,0.545381,-0.113510,-1.525543,0.592641,0.000000,0.000000,0.000000
1.333000,0,0.470901,0.200031,0.685413,-0.115944,-1.527977,0.723357,0.000000,0.000000,0.000000
1.343000,0,0.470900,0.192266,0.676887,-0.120843,-1.532876,0.713965,0.000000,0.000000,0.000000
1.353000,0,0.470899,0.182566,0.675729,-0.127316,-1.539349,0.711442,0.000000,0.000000,0.000000
1.363000,0,0.470898,0.174849,0.674412,-0.132977,-1.545010,0.709286,0.000000,0.000000,0.000000
1.373000,0,0.470897,0.163829,0.572028,-0.135005,-1.547038,0.610150,0.000000,0.000000,0.000000
1.383000,0,0.470896,0.154305,0.442860,-0.144359,-1.556392,0.490688,0.000000,0.000000,0.000000
1.393000,0,0.470894,0.151245,0.440115,-0.131241,-1.543274,0.483529,0.000000,0.000000,0.000000
1.403000,0,0.470893,0.152363,0.443638,-0.131185,-1.543218,0.487071,0.000000,0.000000,0.000000
1.413000,0,0.470891,0.151539,0.439404,-0.121005,-1.533039,0.480294,0.000000,0.000000,0.000000
1.423000,0,0.470890,0.153583,0.543791,-0.120049,-1.532082,0.577675,0.000000,0.000000,0.000000
1.433000,0,0.470890,0.145038,0.546597,-0.126841,-1.538874,0.579563,0.000000,0.000000,0.000000
1.443000,0,0.470890,0.134717,0.423503,-0.124873,-1.536906,0.461624,0.000000,0.000000,0.000000
1.453000,0,0.470888,0.133831,0.218017,-0.136238,-1.548272,0.289833,0.000000,0.000000,0.000000
1.463000,0,0.470888,0.144728,0.589358,-0.119878,-1.531911,0.618595,0.000000,0.000000,0.000000
1.473000,0,0.470886,0.134765,0.592594,-0.134844,-1.546877,0.622505,0.000000,0.000000,0.000000
1.483000,0,0.470886,0.138938,0.363919,-0.136225,-1.548258,0.412671,0.000000,0.000000,0.000000
1.493000,0,0.470885,0.121340,0.357350,-0.137393,-1.549426,0.401621,0.000000,0.000000,0.000000
1.503000,0,0.470883,0.135631,0.459913,-0.132344,-1.544377,0.497424,0.000000,0.000000,0.000000
1.513000,0,0.470884,0.129311,0.263378,-0.107789,-1.519823,0.312582,0.000000,0.000000,0.000000
1.523000,0,0.470881,0.129625,0.245879,-0.126204,-1.538237,0.305265,0.000000,0.000000,0.000000
1.533000,0,0.470882,0.141272,0.418916,-0.108742,-1.520775,0.455273,0.000000,0.000000,0.000000
1.543000,0,0.470882,0.123787,0.389810,-0.127314,-1.539347,0.428350,0.000000,0.000000,0.000000
1.553000,0,0.470881,0.135446,0.312818,-0.071069,-1.483102,0.348212,0.000000,0.000000,0.000000
1.563000,0,0.470879,0.126192,0.397426,-0.157912,-1.569945,0.445879,0.000000,0.000000,0.000000
1.573000,0,0.470880,0.139759,0.503067,-0.088256,-1.500289,0.529527,0.000000,0.000000,0.000000
1.583000,0,0.470878,0.130798,0.458863,-0.105069,-1.517102,0.488572,0.000000,0.000000,0.000000
1.593000,0,0.470877,0.116223,-0.508437,0.060072,-1.351961,0.525000,0.000000,0.000000,0.000000
1.603000,0,0.470877,0.116833,-0.575948,0.128446,-1.283587,0.601551,0.000000,0.000000,0.000000
1.613000,0,0.470876,0.133550,-0.723169,0.168338,-1.243695,0.754418,0.000000,0.000000,0.000000
1.623000,0,0.470875,0.139189,-0.302456,0.115465,-1.296568,0.352400,0.000000,0.000000,0.000000
1.633000,0,0.470877,0.132562,-0.536660,0.198489,-1.213544,0.587346,0.000000,0.000000,0.000000
1.643000,0,0.470875,0.128980,-0.547123,0.144519,-1.267514,0.580401,0.000000,0.000000,0.000000
1.653000,0,0.470874,0.133566,-0.620510,0.138025,-1.274008,0.649557,0.000000,0.000000,0.000000
1.663000,0,0.470873,0.130194,-0.334358,0.163915,-1.248118,0.394479,0.000000,0.000000,0.000000
1.673000,0,0.470873,0.146924,-0.330968,0.140872,-1.271161,0.388551,0.000000,0.000000,0.000000
1.683000,0,0.470874,0.133590,-0.457593,0.156813,-1.255220,0.501825,0.000000,0.000000,0.000000
1.693000,0,0.470874,0.132998,-0.556105,0.138539,-1.273494,0.588332,0.000000,0.000000,0.000000
1.703000,0,0.470873,0.133866,-0.460230,0.135704,-1.276329,0.498144,0.000000,0.000000,0.000000
1.713000,0,0.470874,0.167307,-0.154109,0.087610,-1.324423,0.243756,0.000000,0.000000,0.000000
1.723000,0,0.470873,0.154514,-0.361357,0.094196,-1.317837,0.404137,0.000000,0.000000,0.000000
1.733000,0,0.470874,0.162850,-0.363106,0.140182,-1.271851,0.421921,0.000000,0.000000,0.000000
1.743000,0,0.470873,0.149273,-0.364865,0.144253,-1.267780,0.419783,0.000000,0.000000,0.000000
1.753000,0,0.470873,0.161526,-0.365945,0.157432,-1.254601,0.429873,0.000000,0.000000,0.000000
1.763000,0,0.470873,0.158624,-0.361792,0.149260,-1.262773,0.422296,0.000000,0.000000,0.000000
