time,phase,pos_x,pos_y,pos_z,force_x,force_y,force_z,force_magnitude,depth,target_force
2.647000,1,0.312105,0.002622,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.657000,1,0.312106,0.002625,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.667000,1,0.312105,0.002626,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.677000,1,0.312105,0.002632,0.521073,0.000000,0.000000,1.000000,1.000000,-0.016073,10.000000
2.687000,1,0.312106,0.002632,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.697000,1,0.312104,0.002631,0.521070,0.000000,0.000000,1.000000,1.000000,-0.016070,10.000000
2.707000,1,0.312109,0.002638,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
2.717000,1,0.312106,0.002638,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.727000,1,0.312107,0.002640,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.737000,1,0.312106,0.002641,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.747000,1,0.312106,0.002647,0.521073,0.000000,0.000000,1.000000,1.000000,-0.016073,10.000000
2.757000,1,0.312107,0.002647,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.767000,1,0.312104,0.002645,0.521070,0.000000,0.000000,1.000000,1.000000,-0.016070,10.000000
2.777000,1,0.312110,0.002653,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
2.787000,1,0.312107,0.002652,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.797000,1,0.312108,0.002654,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.807000,1,0.312107,0.002655,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.817000,1,0.312107,0.002661,0.521073,0.000000,0.000000,1.000000,1.000000,-0.016073,10.000000
2.827000,1,0.312108,0.002661,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.837000,1,0.312105,0.002659,0.521070,0.000000,0.000000,1.000000,1.000000,-0.016070,10.000000
2.847000,1,0.312110,0.002666,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
2.857000,1,0.312107,0.002666,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.867000,1,0.312109,0.002668,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.877000,1,0.312108,0.002668,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.887000,1,0.312108,0.002674,0.521074,0.000000,0.000000,1.000000,1.000000,-0.016074,10.000000
2.897000,1,0.312108,0.002674,0.521068,0.000000,0.000000,1.000000,1.000000,-0.016068,10.000000
2.907000,1,0.312106,0.002672,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.917000,1,0.312111,0.002679,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
2.927000,1,0.312108,0.002678,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
2.937000,1,0.312109,0.002680,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
2.947000,1,0.312109,0.002681,0.521069,0.000000,0.000000,1.000000,1.000000,-0.016069,10.000000
2.957000,1,0.312109,0.002686,0.521074,0.000000,0.000000,1.000000,1.000000,-0.016074,10.000000
2.967000,1,0.312109,0.002686,0.521069,0.000000,0.000000,1.000000,1.000000,-0.016069,10.000000
2.977000,1,0.312107,0.002684,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
2.987000,1,0.312112,0.002691,0.521073,0.000000,0.000000,1.000000,1.000000,-0.016073,10.000000
2.997000,1,0.312109,0.002690,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
3.007000,1,0.312110,0.002692,0.521072,0.000000,0.000000,1.000000,1.000000,-0.016072,10.000000
3.017000,1,0.312110,0.002692,0.521069,0.000000,0.000000,1.000000,1.000000,-0.016069,10.000000
3.027000,1,0.312110,0.002697,0.521074,0.000000,0.000000,1.000000,1.000000,-0.016074,10.000000
3.037000,1,0.312110,0.002697,0.521069,0.000000,0.000000,1.000000,1.000000,-0.016069,10.000000
3.047000,1,0.312108,0.002695,0.521071,0.000000,0.000000,1.000000,1.000000,-0.016071,10.000000
3.057000,1,0.312113,0.002702,0.521073,0.000000,0.000000,1.000000,1.000000,-0.016073,10.000000
3.067000,1,0.312110,0.002701,0.521073,0.000000,0.000000,1.000000,1.000000,-0.016073,10.000000
3.077000,2,0.312113,0.002632,0.521070,0.000000,0.000000,2.740363,2.740363,-0.016070,10.000000
3.087000,2,0.312114,0.002416,0.521063,0.000000,0.000000,5.960357,5.960357,-0.016063,10.000000
3.097000,2,0.312115,0.002071,0.521064,0.000000,0.000000,8.725900,8.725900,-0.016064,10.000000
3.107000,2,0.312120,0.001598,0.521056,0.000000,0.000000,10.954149,10.954149,-0.016056,10.000000
3.117000,2,0.312123,0.001017,0.521058,0.000000,0.000000,10.293023,10.293023,-0.016058,10.000000
3.127000,2,0.312128,0.000318,0.521051,0.000000,0.000000,10.281975,10.281975,-0.016051,10.000000
3.137000,2,0.312127,-0.000488,0.521050,0.000000,0.000000,10.073378,10.073378,-0.016050,10.000000
3.147000,2,0.312130,-0.001395,0.521046,0.000000,0.000000,10.298521,10.298521,-0.016046,10.000000
3.157000,2,0.312130,-0.002403,0.521049,0.000000,0.000000,10.359331,10.359331,-0.016049,10.000000
3.167000,2,0.312132,-0.003502,0.521051,0.000000,0.000000,10.337827,10.337827,-0.016051,10.000000
3.177000,2,0.312135,-0.004689,0.521049,0.000000,0.000000,10.381976,10.381976,-0.016049,10.000000
3.187000,2,0.312135,-0.005962,0.521052,0.000000,0.000000,10.253319,10.253319,-0.016052,10.000000
3.197000,2,0.312135,-0.007317,0.521045,0.000000,0.000000,10.320589,10.320589,-0.016045,10.000000
3.207000,2,0.312140,-0.008746,0.521044,0.000000,0.000000,10.183951,10.183951,-0.016044,10.000000
3.217000,2,0.312131,-0.010250,0.521047,0.000000,0.000000,10.279039,10.279039,-0.016047,10.000000
3.227000,2,0.312126,-0.011818,0.521048,0.000000,0.000000,10.380311,10.380311,-0.016048,10.000000
3.237000,2,0.312118,-0.013447,0.521053,0.000000,0.000000,10.272291,10.272291,-0.016053,10.000000
3.247000,2,0.312110,-0.015137,0.521048,0.000000,0.000000,10.340686,10.340686,-0.016048,10.000000
3.257000,2,0.312107,-0.016878,0.521048,0.000000,0.000000,10.208014,10.208014,-0.016048,10.000000
3.267000,2,0.312089,-0.018671,0.521052,0.000000,0.000000,10.301604,10.301604,-0.016052,10.000000
3.277000,2,0.312076,-0.020507,0.521055,0.000000,0.000000,10.397098,10.397098,-0.016055,10.000000
3.287000,2,0.312059,-0.022386,0.521055,0.000000,0.000000,10.164482,10.164482,-0.016055,10.000000
3.297000,2,0.312042,-0.024295,0.521063,0.000000,0.000000,10.260616,10.260616,-0.016063,10.000000
3.307000,2,0.312022,-0.026243,0.521061,0.000000,0.000000,10.343154,10.343154,-0.016061,10.000000
3.317000,2,0.311998,-0.028221,0.521067,0.000000,0.000000,10.418663,10.418663,-0.016067,10.000000
3.327000,2,0.311980,-0.030214,0.521073,0.000000,0.000000,10.246496,10.246496,-0.016073,10.000000
3.337000,2,0.311951,-0.032235,0.521077,0.000000,0.000000,10.332042,10.332042,-0.016077,10.000000
3.347000,2,0.311922,-0.034269,0.521081,0.000000,0.000000,10.406585,10.406585,-0.016081,10.000000
3.357000,2,0.311888,-0.036318,0.521083,0.000000,0.000000,10.167512,10.167512,-0.016083,10.000000
3.367000,2,0.311847,-0.038370,0.521092,0.000000,0.000000,10.256809,10.256809,-0.016092,10.000000
3.377000,2,0.311797,-0.040433,0.521091,0.000000,0.000000,10.329391,10.329391,-0.016091,10.000000
3.387000,2,0.311736,-0.042499,0.521097,0.000000,0.000000,10.399931,10.399931,-0.016097,10.000000
3.397000,2,0.311672,-0.044554,0.521104,0.000000,0.000000,10.220183,10.220183,-0.016104,10.000000
3.407000,2,0.311587,-0.046611,0.521107,0.000000,0.000000,10.301585,10.301585,-0.016107,10.000000
3.417000,2,0.311494,-0.048656,0.521110,0.000000,0.000000,10.370450,10.370450,-0.016110,10.000000
3.427000,2,0.311385,-0.050691,0.521111,0.000000,0.000000,10.120014,10.120014,-0.016111,10.000000
3.437000,2,0.311262,-0.052705,0.521119,0.000000,0.000000,10.200953,10.200953,-0.016119,10.000000
3.447000,2,0.311123,-0.054705,0.521117,0.000000,0.000000,10.270276,10.270276,-0.016117,10.000000
3.457000,2,0.310964,-0.056684,0.521122,0.000000,0.000000,10.335993,10.335993,-0.016122,10.000000
3.467000,2,0.310794,-0.058629,0.521127,0.000000,0.000000,10.139219,10.139219,-0.016127,10.000000
3.477000,2,0.310596,-0.060551,0.521129,0.000000,0.000000,10.219865,10.219865,-0.016129,10.000000
3.487000,2,0.310383,-0.062437,0.521131,0.000000,0.000000,10.280006,10.280006,-0.016131,10.000000
3.497000,2,0.310146,-0.064288,0.521131,0.000000,0.000000,10.479982,10.479982,-0.016131,10.000000
3.507000,2,0.309890,-0.066094,0.521138,0.000000,0.000000,10.553981,10.553981,-0.016138,10.000000
3.517000,2,0.309609,-0.067862,0.521134,0.000000,0.000000,10.611706,10.611706,-0.016134,10.000000
3.527000,2,0.309302,-0.069584,0.521138,0.000000,0.000000,10.404873,10.404873,-0.016138,10.000000
3.537000,2,0.308980,-0.071247,0.521142,0.000000,0.000000,10.205202,10.205202,-0.016142,10.000000
3.547000,2,0.308623,-0.072862,0.521142,0.000000,0.000000,10.276018,10.276018,-0.016142,10.000000
3.557000,2,0.308246,-0.074416,0.521144,0.000000,0.000000,10.332097,10.332097,-0.016144,10.000000
3.567000,2,0.307840,-0.075909,0.521142,0.000000,0.000000,10.074220,10.074220,-0.016142,10.000000
3.577000,2,0.307410,-0.077333,0.521147,0.000000,0.000000,10.146210,10.146210,-0.016147,10.000000
3.587000,2,0.306952,-0.078692,0.521143,0.000000,0.000000,10.197596,10.197596,-0.016143,10.000000
3.597000,2,0.306464,-0.079980,0.521145,0.000000,0.000000,10.480860,10.480860,-0.016145,10.000000
3.607000,2,0.305957,-0.081184,0.521148,0.000000,0.000000,10.551423,10.551423,-0.016148,10.000000
3.617000,2,0.305414,-0.082314,0.521146,0.000000,0.000000,10.627317,10.627317,-0.016146,10.000000
3.627000,2,0.304848,-0.083358,0.521146,0.000000,0.000000,10.680344,10.680344,-0.016146,10.000000
3.637000,2,0.304252,-0.084316,0.521143,0.000000,0.000000,10.440246,10.440246,-0.016143,10.000000
3.647000,2,0.303631,-0.085177,0.521148,0.000000,0.000000,10.515202,10.515202,-0.016148,10.000000
3.657000,2,0.302981,-0.085949,0.521142,0.000000,0.000000,10.589742,10.589742,-0.016142,10.000000
3.667000,2,0.302303,-0.086625,0.521144,0.000000,0.000000,10.658807,10.658807,-0.016144,10.000000
3.677000,2,0.301606,-0.087192,0.521145,0.000000,0.000000,10.504294,10.504294,-0.016145,10.000000
3.687000,2,0.300875,-0.087660,0.521143,0.000000,0.000000,10.577244,10.577244,-0.016143,10.000000
3.697000,2,0.300124,-0.088017,0.521143,0.000000,0.000000,10.722689,10.722689,-0.016143,10.000000
3.707000,2,0.299346,-0.088265,0.521140,0.000000,0.000000,10.501136,10.501136,-0.016140,10.000000
3.717000,2,0.298547,-0.088393,0.521143,0.000000,0.000000,10.587322,10.587322,-0.016143,10.000000
3.727000,2,0.297720,-0.088441,0.521136,0.000000,0.000000,10.626126,10.626126,-0.016136,10.000000
3.737000,2,0.296863,-0.088452,0.521133,0.000000,0.000000,10.695849,10.695849,-0.016133,10.000000
3.747000,2,0.295984,-0.088432,0.521129,0.000000,0.000000,10.557772,10.557772,-0.016129,10.000000
3.757000,2,0.295066,-0.088396,0.521122,0.000000,0.000000,10.640498,10.640498,-0.016122,10.000000
3.767000,2,0.294123,-0.088322,0.521117,0.000000,0.000000,10.729955,10.729955,-0.016117,10.000000
3.777000,2,0.293150,-0.088205,0.521109,0.000000,0.000000,10.528635,10.528635,-0.016109,10.000000
3.787000,2,0.292154,-0.088030,0.521108,0.000000,0.000000,10.626660,10.626660,-0.016108,10.000000
3.797000,2,0.291133,-0.087801,0.521098,0.000000,0.000000,10.697185,10.697185,-0.016098,10.000000
3.807000,2,0.290090,-0.087508,0.521095,0.000000,0.000000,10.759390,10.759390,-0.016095,10.000000
3.817000,2,0.289038,-0.087135,0.521093,0.000000,0.000000,10.450636,10.450636,-0.016093,10.000000
3.827000,2,0.287962,-0.086691,0.521088,0.000000,0.000000,10.277826,10.277826,-0.016088,10.000000
3.837000,2,0.286877,-0.086162,0.521085,0.000000,0.000000,10.387234,10.387234,-0.016085,10.000000
3.847000,2,0.285783,-0.085547,0.521080,0.000000,0.000000,10.201690,10.201690,-0.016080,10.000000
3.857000,2,0.284682,-0.084838,0.521081,0.000000,0.000000,10.598208,10.598208,-0.016081,10.000000
3.867000,2,0.283575,-0.084041,0.521078,0.000000,0.000000,10.801274,10.801274,-0.016078,10.000000
3.877000,2,0.282473,-0.083141,0.521074,0.000000,0.000000,10.220220,10.220220,-0.016074,10.000000
3.887000,2,0.281360,-0.082150,0.521071,0.000000,0.000000,10.629699,10.629699,-0.016071,10.000000
3.897000,2,0.280261,-0.081057,0.521070,0.000000,0.000000,10.586733,10.586733,-0.016070,10.000000
3.907000,2,0.279160,-0.079865,0.521068,0.000000,0.000000,10.723004,10.723004,-0.016068,10.000000
3.917000,2,0.278060,-0.078572,0.521076,0.000000,0.000000,10.174960,10.174960,-0.016076,10.000000
3.927000,2,0.276979,-0.077180,0.521072,0.000000,0.000000,10.230837,10.230837,-0.016072,10.000000
3.937000,2,0.275906,-0.075689,0.521070,0.000000,0.000000,10.316853,10.316853,-0.016070,10.000000
3.947000,2,0.274837,-0.074099,0.521078,0.000000,0.000000,10.551920,10.551920,-0.016078,10.000000
3.957000,2,0.273792,-0.072417,0.521076,0.000000,0.000000,10.604126,10.604126,-0.016076,10.000000
3.967000,2,0.272758,-0.070640,0.521075,0.000000,0.000000,10.695321,10.695321,-0.016075,10.000000
3.977000,2,0.271733,-0.068773,0.521084,0.000000,0.000000,10.124455,10.124455,-0.016084,10.000000
3.987000,2,0.270736,-0.066822,0.521084,0.000000,0.000000,10.174326,10.174326,-0.016084,10.000000
3.997000,2,0.269753,-0.064786,0.521084,0.000000,0.000000,10.271096,10.271096,-0.016084,10.000000
4.007000,2,0.268785,-0.062675,0.521087,0.000000,0.000000,10.296546,10.296546,-0.016087,10.000000
4.017000,2,0.267844,-0.060488,0.521093,0.000000,0.000000,10.200994,10.200994,-0.016093,10.000000
4.027000,2,0.266919,-0.058233,0.521098,0.000000,0.000000,10.219675,10.219675,-0.016098,10.000000
4.037000,2,0.266015,-0.055918,0.521103,0.000000,0.000000,10.293068,10.293068,-0.016103,10.000000
4.047000,2,0.265134,-0.053543,0.521108,0.000000,0.000000,10.279270,10.279270,-0.016108,10.000000
4.057000,2,0.264274,-0.051119,0.521113,0.000000,0.000000,10.340536,10.340536,-0.016113,10.000000
4.067000,2,0.263438,-0.048647,0.521119,0.000000,0.000000,10.318232,10.318232,-0.016119,10.000000
4.077000,2,0.262624,-0.046138,0.521124,0.000000,0.000000,10.214896,10.214896,-0.016124,10.000000
4.087000,2,0.261832,-0.043591,0.521130,0.000000,0.000000,10.182150,10.182150,-0.016130,10.000000
4.097000,2,0.261060,-0.041018,0.521136,0.000000,0.000000,10.230989,10.230989,-0.016136,10.000000
4.107000,2,0.260310,-0.038416,0.521141,0.000000,0.000000,10.194999,10.194999,-0.016141,10.000000
4.117000,2,0.259579,-0.035797,0.521143,0.000000,0.000000,10.240023,10.240023,-0.016143,10.000000
4.127000,2,0.258871,-0.033160,0.521149,0.000000,0.000000,10.202246,10.202246,-0.016149,10.000000
4.137000,2,0.258182,-0.030515,0.521155,0.000000,0.000000,10.247597,10.247597,-0.016155,10.000000
4.147000,2,0.257515,-0.027860,0.521160,0.000000,0.000000,10.205885,10.205885,-0.016160,10.000000
4.157000,2,0.256868,-0.025205,0.521166,0.000000,0.000000,10.249517,10.249517,-0.016166,10.000000
4.167000,2,0.256243,-0.022548,0.521172,0.000000,0.000000,10.205249,10.205249,-0.016172,10.000000
4.177000,2,0.255639,-0.019899,0.521178,0.000000,0.000000,10.246650,10.246650,-0.016178,10.000000
4.187000,2,0.255058,-0.017254,0.521183,0.000000,0.000000,10.200774,10.200774,-0.016183,10.000000
4.197000,2,0.254500,-0.014624,0.521189,0.000000,0.000000,10.240768,10.240768,-0.016189,10.000000
4.207000,2,0.253965,-0.012006,0.521195,0.000000,0.000000,10.192439,10.192439,-0.016195,10.000000
4.217000,2,0.253454,-0.009408,0.521201,0.000000,0.000000,10.231717,10.231717,-0.016201,10.000000
4.227000,2,0.252967,-0.006827,0.521206,0.000000,0.000000,10.182044,10.182044,-0.016206,10.000000
4.237000,2,0.252506,-0.004273,0.521212,0.000000,0.000000,10.219880,10.219880,-0.016212,10.000000
4.247000,2,0.252072,-0.001742,0.521218,0.000000,0.000000,10.169987,10.169987,-0.016218,10.000000
4.257000,2,0.251664,0.000759,0.521223,0.000000,0.000000,10.207521,10.207521,-0.016223,10.000000
4.267000,2,0.251285,0.003232,0.521229,0.000000,0.000000,10.156762,10.156762,-0.016229,10.000000
4.277000,2,0.250934,0.005670,0.521235,0.000000,0.000000,10.193917,10.193917,-0.016235,10.000000
4.287000,2,0.250613,0.008076,0.521240,0.000000,0.000000,10.143155,10.143155,-0.016240,10.000000
4.297000,2,0.250322,0.010442,0.521245,0.000000,0.000000,10.180218,10.180218,-0.016245,10.000000
4.307000,2,0.250063,0.012773,0.521250,0.000000,0.000000,10.130308,10.130308,-0.016250,10.000000
4.317000,2,0.249836,0.015063,0.521256,0.000000,0.000000,10.167742,10.167742,-0.016256,10.000000
4.327000,2,0.249643,0.017313,0.521261,0.000000,0.000000,10.118479,10.118479,-0.016261,10.000000
4.337000,2,0.249484,0.019518,0.521266,0.000000,0.000000,10.158082,10.158082,-0.016266,10.000000
4.347000,2,0.249361,0.021681,0.521272,0.000000,0.000000,10.109954,10.109954,-0.016272,10.000000
4.357000,2,0.249272,0.023796,0.521277,0.000000,0.000000,10.148462,10.148462,-0.016277,10.000000
4.367000,2,0.249207,0.025867,0.521280,0.000000,0.000000,10.105062,10.105062,-0.016280,10.000000
4.377000,2,0.249157,0.027887,0.521282,0.000000,0.000000,10.147961,10.147961,-0.016282,10.000000
4.387000,2,0.249122,0.029862,0.521281,0.000000,0.000000,10.105165,10.105165,-0.016281,10.000000
4.397000,2,0.249099,0.031787,0.521280,0.000000,0.000000,10.146614,10.146614,-0.016280,10.000000
4.407000,2,0.249088,0.033666,0.521276,0.000000,0.000000,10.103629,10.103629,-0.016276,10.000000
4.417000,2,0.249088,0.035494,0.521272,0.000000,0.000000,10.143872,10.143872,-0.016272,10.000000
4.427000,2,0.249097,0.037276,0.521267,0.000000,0.000000,10.100970,10.100970,-0.016267,10.000000
4.437000,2,0.249115,0.039006,0.521261,0.000000,0.000000,10.140085,10.140085,-0.016261,10.000000
4.447000,2,0.249141,0.040692,0.521250,0.000000,0.000000,10.097392,10.097392,-0.016250,10.000000
4.457000,2,0.249176,0.042324,0.521242,0.000000,0.000000,10.135439,10.135439,-0.016242,10.000000
4.467000,2,0.249225,0.043912,0.521234,0.000000,0.000000,10.090991,10.090991,-0.016234,10.000000
4.477000,2,0.249293,0.045448,0.521227,0.000000,0.000000,10.127294,10.127294,-0.016227,10.000000
4.487000,2,0.249379,0.046936,0.521219,0.000000,0.000000,10.084689,10.084689,-0.016219,10.000000
4.497000,2,0.249485,0.048372,0.521212,0.000000,0.000000,10.121519,10.121519,-0.016212,10.000000
4.507000,2,0.249613,0.049761,0.521205,0.000000,0.000000,10.080652,10.080652,-0.016205,10.000000
4.517000,2,0.249763,0.051096,0.521198,0.000000,0.000000,10.118009,10.118009,-0.016198,10.000000
4.527000,2,0.249936,0.052383,0.521191,0.000000,0.000000,10.078869,10.078869,-0.016191,10.000000
4.537000,2,0.250133,0.053617,0.521184,0.000000,0.000000,10.116855,10.116855,-0.016184,10.000000
4.547000,2,0.250356,0.054802,0.521178,0.000000,0.000000,10.079458,10.079458,-0.016178,10.000000
4.557000,2,0.250604,0.055934,0.521171,0.000000,0.000000,10.118132,10.118132,-0.016171,10.000000
4.567000,2,0.250880,0.057017,0.521165,0.000000,0.000000,10.082495,10.082495,-0.016165,10.000000
4.577000,2,0.251183,0.058046,0.521159,0.000000,0.000000,10.121921,10.121921,-0.016159,10.000000
4.587000,2,0.251514,0.059028,0.521153,0.000000,0.000000,10.088023,10.088023,-0.016153,10.000000
4.597000,2,0.251874,0.059956,0.521147,0.000000,0.000000,10.128242,10.128242,-0.016147,10.000000
4.607000,2,0.252263,0.060836,0.521141,0.000000,0.000000,10.096034,10.096034,-0.016141,10.000000
4.617000,2,0.252682,0.061663,0.521136,0.000000,0.000000,10.137058,10.137058,-0.016136,10.000000
4.627000,2,0.253131,0.062443,0.521130,0.000000,0.000000,10.106573,10.106573,-0.016130,10.000000
4.637000,2,0.253612,0.063170,0.521124,0.000000,0.000000,10.148410,10.148410,-0.016124,10.000000
4.647000,2,0.254123,0.063850,0.521119,0.000000,0.000000,10.119556,10.119556,-0.016119,10.000000
4.657000,2,0.254665,0.064478,0.521114,0.000000,0.000000,10.162195,10.162195,-0.016114,10.000000
4.667000,2,0.255239,0.065060,0.521108,0.000000,0.000000,10.134917,10.134917,-0.016108,10.000000
4.677000,2,0.255845,0.065591,0.521103,0.000000,0.000000,10.178333,10.178333,-0.016103,10.000000
4.687000,2,0.256482,0.066076,0.521098,0.000000,0.000000,10.152564,10.152564,-0.016098,10.000000
4.697000,2,0.257152,0.066511,0.521093,0.000000,0.000000,10.196714,10.196714,-0.016093,10.000000
4.707000,2,0.257853,0.066901,0.521088,0.000000,0.000000,10.172380,10.172380,-0.016088,10.000000
4.717000,2,0.258586,0.067242,0.521083,0.000000,0.000000,10.217274,10.217274,-0.016083,10.000000
4.727000,2,0.259351,0.067539,0.521078,0.000000,0.000000,10.194264,10.194264,-0.016078,10.000000
4.737000,2,0.260147,0.067787,0.521073,0.000000,0.000000,10.239715,10.239715,-0.016073,10.000000
4.747000,2,0.260976,0.067996,0.521066,0.000000,0.000000,10.217905,10.217905,-0.016066,10.000000
4.757000,2,0.261835,0.068152,0.521061,0.000000,0.000000,10.262361,10.262361,-0.016061,10.000000
4.767000,2,0.262726,0.068269,0.521056,0.000000,0.000000,10.134168,10.134168,-0.016056,10.000000
4.777000,2,0.263648,0.068340,0.521051,0.000000,0.000000,10.180746,10.180746,-0.016051,10.000000
4.787000,2,0.264600,0.068373,0.521047,0.000000,0.000000,10.162622,10.162622,-0.016047,10.000000
4.797000,2,0.265581,0.068385,0.521044,0.000000,0.000000,10.213447,10.213447,-0.016044,10.000000
4.807000,2,0.266590,0.068390,0.521042,0.000000,0.000000,10.197712,10.197712,-0.016042,10.000000
4.817000,2,0.267627,0.068385,0.521041,0.000000,0.000000,10.247884,10.247884,-0.016041,10.000000
4.827000,2,0.268689,0.068379,0.521040,0.000000,0.000000,10.063287,10.063287,-0.016040,10.000000
4.837000,2,0.269779,0.068367,0.521039,0.000000,0.000000,10.112922,10.112922,-0.016039,10.000000
4.847000,2,0.270894,0.068356,0.521039,0.000000,0.000000,10.097902,10.097902,-0.016039,10.000000
4.857000,2,0.272034,0.068340,0.521038,0.000000,0.000000,10.147758,10.147758,-0.016038,10.000000
4.867000,2,0.273198,0.068325,0.521038,0.000000,0.000000,10.133216,10.133216,-0.016038,10.000000
4.877000,2,0.274386,0.068306,0.521038,0.000000,0.000000,10.182747,10.182747,-0.016038,10.000000
4.887000,2,0.275598,0.068288,0.521037,0.000000,0.000000,10.168566,10.168566,-0.016037,10.000000
4.897000,2,0.276834,0.068267,0.521037,0.000000,0.000000,10.217656,10.217656,-0.016037,10.000000
4.907000,2,0.278091,0.068247,0.521037,0.000000,0.000000,10.203793,10.203793,-0.016037,10.000000
4.917000,2,0.279372,0.068222,0.521037,0.000000,0.000000,10.203143,10.203143,-0.016037,10.000000
4.927000,2,0.280673,0.068200,0.521037,0.000000,0.000000,10.189448,10.189448,-0.016037,10.000000
4.937000,2,0.281996,0.068173,0.521038,0.000000,0.000000,10.237197,10.237197,-0.016038,10.000000
4.947000,2,0.283340,0.068148,0.521038,0.000000,0.000000,10.101556,10.101556,-0.016038,10.000000
4.957000,2,0.284704,0.068119,0.521038,0.000000,0.000000,10.148315,10.148315,-0.016038,10.000000
4.967000,2,0.286087,0.068091,0.521038,0.000000,0.000000,10.135175,10.135175,-0.016038,10.000000
4.977000,2,0.287490,0.068059,0.521039,0.000000,0.000000,10.181052,10.181052,-0.016039,10.000000
4.987000,2,0.288910,0.068028,0.521039,0.000000,0.000000,10.168145,10.168145,-0.016039,10.000000
4.997000,2,0.290348,0.067994,0.521039,0.000000,0.000000,10.212697,10.212697,-0.016039,10.000000
5.007000,2,0.291803,0.067961,0.521040,0.000000,0.000000,10.199886,10.199886,-0.016040,10.000000
5.017000,2,0.293274,0.067923,0.521040,0.000000,0.000000,10.215284,10.215284,-0.016040,10.000000
5.027000,2,0.294760,0.067888,0.521041,0.000000,0.000000,10.202494,10.202494,-0.016041,10.000000
5.037000,2,0.296261,0.067848,0.521041,0.000000,0.000000,10.091842,10.091842,-0.016041,10.000000
5.047000,2,0.297777,0.067809,0.521042,0.000000,0.000000,10.079243,10.079243,-0.016042,10.000000
5.057000,2,0.299306,0.067765,0.521043,0.000000,0.000000,10.119168,10.119168,-0.016043,10.000000
5.067000,2,0.300849,0.067722,0.521039,0.000000,0.000000,10.531528,10.531528,-0.016039,10.000000
5.077000,2,0.302397,0.067678,0.521049,0.000000,0.000000,9.886917,9.886917,-0.016049,10.000000
5.087000,2,0.303969,0.067627,0.521043,0.000000,0.000000,9.912256,9.912256,-0.016043,10.000000
5.097000,2,0.305546,0.067575,0.521039,0.000000,0.000000,10.571535,10.571535,-0.016039,10.000000
5.107000,2,0.307126,0.067518,0.521049,0.000000,0.000000,9.920745,9.920745,-0.016049,10.000000
5.117000,2,0.308727,0.067448,0.521045,0.000000,0.000000,9.939596,9.939596,-0.016045,10.000000
5.127000,2,0.310332,0.067368,0.521040,0.000000,0.000000,10.064606,10.064606,-0.016040,10.000000
5.137000,2,0.311937,0.067274,0.521050,0.000000,0.000000,9.946267,9.946267,-0.016050,10.000000
5.147000,2,0.313561,0.067161,0.521045,0.000000,0.000000,9.961776,9.961776,-0.016045,10.000000
5.157000,2,0.315186,0.067031,0.521039,0.000000,0.000000,10.083106,10.083106,-0.016039,10.000000
5.167000,2,0.316808,0.066881,0.521048,0.000000,0.000000,9.962996,9.962996,-0.016048,10.000000
5.177000,2,0.318447,0.066706,0.521043,0.000000,0.000000,9.975432,9.975432,-0.016043,10.000000
5.187000,2,0.320086,0.066497,0.521036,0.000000,0.000000,10.093856,10.093856,-0.016036,10.000000
5.197000,2,0.321725,0.066282,0.521038,0.000000,0.000000,9.861737,9.861737,-0.016038,10.000000
5.207000,2,0.323361,0.066025,0.521036,0.000000,0.000000,10.332233,10.332233,-0.016036,10.000000
5.217000,2,0.325008,0.065743,0.521035,0.000000,0.000000,9.914724,9.914724,-0.016035,10.000000
5.227000,2,0.326643,0.065428,0.521036,0.000000,0.000000,10.293832,10.293832,-0.016036,10.000000
5.237000,2,0.328283,0.065082,0.521034,0.000000,0.000000,10.492744,10.492744,-0.016034,10.000000
5.247000,2,0.329919,0.064706,0.521038,0.000000,0.000000,10.331116,10.331116,-0.016038,10.000000
